L,W,mean_r,sem_r,n_valid
8,0.1,0.4145214000643536,0.005005897953604972,50
8,0.5214285714285715,0.49374267023389284,0.007501609467192858,50
8,0.9428571428571428,0.5109023393727511,0.00752803063569128,50
8,1.3642857142857143,0.5080770877671895,0.006712692273876848,50
8,1.7857142857142858,0.49836112758735174,0.007963027791675965,50
8,2.2071428571428573,0.4801217390667761,0.008299350849510112,50
8,2.6285714285714286,0.4603167887620822,0.006211875565061319,50
8,3.0500000000000003,0.43842321175478277,0.007278333174552385,50
8,3.4714285714285715,0.4425713085443228,0.006884261868854974,50
8,3.892857142857143,0.4381306703932604,0.007404146203347906,50
8,4.314285714285714,0.423525597819361,0.007860842253223492,50
8,4.735714285714286,0.4080550867142588,0.00829211368997073,50
8,5.157142857142857,0.4213898841203202,0.007549109543442469,50
8,5.578571428571428,0.4213815716882061,0.007978493272622426,50
8,6.0,0.41477337937027947,0.009610853208197797,50
